,cWT-1,cWT-2,cKO-1,cKO-2
Gm1992,1,0,0,0
Gm37587,0,0,0,0
Lypla1,20,21,25,17
Tcea1,1786,1310,1514,1273
Gm16041,0,0,0,1
Atp6v1h,519,406,635,525
Oprk1,0,0,0,0
Rb1cc1,1664,1726,1971,1852
Alkal1,0,0,0,0
St18,0,0,0,2
Pcmtd1,1078,1000,1258,1045
Gm30414,0,0,0,0
Rrs1,329,283,435,393
Adhfe1,1,1,5,2
Vxn,43,49,30,38
1700034P13Rik,2,4,3,1
Sgk3,933,635,809,605
Mcmdc2,2,1,2,4
Gm15818,0,0,0,0
Cspp1,390,299,394,293
Prex2,0,10,6,14
A830018L16Rik,0,0,0,0
Gm17644,0,0,0,0
Sulf1,2,4,4,5
Gm29283,0,0,0,0
Gm29570,0,0,1,1
Xkr9,5,11,7,13
Gm9947,0,0,0,0
Kcnb2,0,0,0,0
Terf1,480,423,519,466
Rdh10,200,210,233,175
Gm28095,0,0,1,0
Gm7568,3,0,0,0
D030040B21Rik,1,1,2,1
Tmem70,648,485,616,499
Ly96,1191,835,966,547
Gm28376,0,0,0,0
Gm28783,0,0,0,0
Gdap1,3,0,2,4
Gm28784,0,0,0,0
Pi15,2,1,0,1
Crispld1,0,2,1,4
Tfap2d,0,0,1,0
Tfap2b,0,0,0,0
Gm28340,0,0,0,0
4930486I03Rik,0,0,0,0
Gm28653,0,0,0,0
Il17a,0,0,0,0
Gm28065,0,0,0,0
Paqr8,14,23,20,22
Efhc1,11,12,7,7
Gm28287,0,0,1,0
Tmem14a,48,33,38,26
Gsta3,0,0,0,0
Khdc1a,0,0,0,0
Khdc1c,0,0,0,0
Khdc1b,0,0,0,0
Gm27028,4,3,3,1
Gm29107,29,19,34,29
Gm28822,0,0,0,0
B3gat2,105,120,151,174
Col9a1,0,0,0,0
Lmbrd1,1417,1277,1707,1480
Gm5524,0,0,0,0
Gm28644,0,0,0,0
Gm29128,0,0,0,0
Lgsn,0,0,0,0
Pih1d3,0,0,0,0
Khdrbs2,0,0,0,0
Gm37724,0,0,0,0
Rab23,62,63,70,48
Dst,4520,3343,6403,7107
Imp4,888,697,761,546
Ptpn18,5686,3864,4822,3267
Prss39,0,1,1,1
Cfc1,0,0,0,0
Amer3,0,0,1,0
Plekhb2,90,73,125,55
Gm28415,0,0,0,0
1110002O04Rik,0,1,0,1
4930535G08Rik,0,0,0,0
Hs6st1,1516,1304,1856,1783
Gm33280,1,3,2,3
Arid5a,208,133,279,705
4930403P22Rik,12,10,6,38
Fer1l5,2,2,0,3
Cnnm4,186,175,169,112
Cnnm3,512,472,726,598
D430040D24Rik,9,13,16,28
Cox5b,2457,1648,2867,1906
4933424G06Rik,0,0,4,2
Zap70,3,0,1,0
Vwa3b,0,1,0,0
Cnga3,0,0,0,0
Inpp4a,236,215,283,188
Unc50,1918,1383,2082,1308
4930556I23Rik,0,0,0,0
Gm26805,0,0,0,0
Lipt1,38,33,65,31
Mrpl30,1046,632,1134,807
Gm15457,0,0,0,0
Eif5b,2888,2608,2857,2706
Gm5099,0,0,0,0
Gm16150,0,0,0,0
Gm16151,0,0,0,0
Gm16152,0,0,1,0
Gm37707,0,0,0,0
Nms,0,0,0,0
Pdcl3,1040,840,1162,731
Npas2,0,3,0,0
Rpl31,3993,3055,4566,4173
Cnot11,161,127,148,157
D930019O06Rik,0,0,0,0
Map4k4,1812,1976,1935,2146
Il1r2,9,4,88,61
Il1r1,17,20,36,30
Il1rl2,379,364,496,333
Il1rl1,68,162,162,92
Il18r1,1,0,0,2
Il18rap,7,12,95,30
Slc9a4,0,0,0,1
Slc9a2,0,1,1,0
Gm37915,0,0,0,0
Tmem182,0,0,0,0
Gm29260,0,0,0,0
Gm9915,0,0,0,0
Gm28175,0,0,0,0
Gm20646,0,0,0,1
Pou3f3,0,0,0,0
Dalir,0,0,0,0
Mrps9,573,491,681,541
Gpr45,0,0,0,0
Gm28782,0,0,0,0
8430432A02Rik,10,16,14,13
AI597479,136,118,138,112
Nck2,0,3,1,1
Ecrg4,11,55,38,30
Gm29157,1,0,0,0
Tpp2,1050,933,1247,1254
Bivm,180,144,138,109
Ercc5,615,668,845,871
Gm28893,0,0,0,0
Gulp1,1,2,0,3
Col3a1,1,2,0,0
Wdr75,379,283,456,305
Dnah7b,1,1,0,0
Dnah7c,0,1,0,0
Gm28826,0,0,0,0
C230029F24Rik,0,0,0,0
4933411E06Rik,0,0,0,0
Gm28321,0,0,0,0
Tmeff2,1,1,2,0
Gm28322,0,0,0,0
Gm28320,0,0,0,0
Gm29325,0,0,0,0
Cavin2,0,13,12,8
Stat4,4,3,1,2
Stat1,1014,585,691,559
Gm553,0,1,0,2
Nemp2,109,83,183,136
Hibch,263,226,269,157
Mstn,0,0,0,0
Gm28777,0,0,0,1
Ormdl1,679,528,676,575
Osgepl1,112,100,164,154
Ccdc150,0,0,1,1
4930444A19Rik,6,7,11,11
Coq10b,335,235,354,342
Hspe1,4110,2278,4009,2701
Mob4,1275,1099,1283,1133
Gm10561,1,0,0,0
Mars2,100,74,140,88
Plcl1,807,843,740,1016
9130227L01Rik,0,0,0,0
1700003I22Rik,0,0,0,0
Gm28240,0,0,0,0
9130024F11Rik,0,0,0,0
1700126A01Rik,0,0,0,0
1700066M21Rik,135,108,116,94
Maip1,405,302,446,468
Spats2l,3,0,0,1
Sgo2a,23,12,30,16
Aox1,1,1,0,2
Aox3,2,0,0,0
Aox4,0,0,0,0
Aox2,0,3,2,0
Bzw1,2086,1877,2566,2438
Nif3l1,20,22,22,26
Gm15834,5,3,5,3
Ndufb3,2272,1683,2348,1545
Cflar,1137,1212,1367,1212
Casp8,2482,2269,2015,1824
Stradb,314,238,380,194
Gm29018,0,0,0,0
G730003C15Rik,21,13,15,6
Gm29017,1,0,4,1
Cdk15,0,0,1,0
Gm29016,0,0,0,0
Fzd7,210,205,403,515
Gm973,2,1,0,4
Nop58,697,541,828,582
Bmpr2,2448,2419,2575,2228
Fam117b,1494,1373,2179,2143
Carf,155,105,203,199
Nbeal1,758,749,849,702
Cyp20a1,518,469,610,462
Abi2,425,437,417,421
Cd28,1,0,1,0
2310016D23Rik,0,0,0,0
Ctla4,1,0,19,1
Icos,34,51,34,37
Gm11587,0,0,0,0
9530026F06Rik,0,0,0,0
Gm11588,0,0,0,0
Gm28449,0,0,0,0
Pard3b,132,191,145,194
Nrp2,523,479,709,689
Ino80dos,31,21,20,33
Gm20342,0,0,0,0
Eef1b2,7637,4627,9301,6399
Platr12,0,0,0,0
Zdbf2,1,2,1,0
Adam23,0,0,1,0
Gm39653,0,0,0,0
Fastkd2,229,216,280,181
Gm13749,0,0,0,0
Gm13748,0,0,1,0
Creb1,1338,1162,1278,746
Gm28982,2,1,3,0
Gm29152,0,0,0,0
Ccnyl1,80,63,80,57
Pikfyve,480,442,592,431
Pth2r,0,0,0,0
Crygf,0,0,0,0
Map2,4,6,6,16
Unc80,2,0,2,1
Rpe,405,338,475,361
Cps1,0,0,0,0
Gm15668,0,0,0,0
Gm15669,0,0,0,0
Gm15671,0,0,0,0
Gm28497,0,0,1,1
Gm29114,0,2,1,0
Spag16,0,0,0,0
Vwc2l,0,0,0,0
Atic,569,447,949,521
Apol7d,0,0,0,0
Gm8883,0,0,0,0
Tmem169,0,2,1,1
Xrcc5,286,235,318,265
Smarcal1,237,215,303,244
Gm39662,0,0,0,2
Rpl37a,35262,19402,38962,28520
Igfbp2,8,25,11,11
1700027A15Rik,0,0,0,0
Gm29185,0,0,0,0
D530049I02Rik,0,0,0,0
Gm29186,0,0,0,0
Rufy4,1,0,1,0
Cxcr2,7,5,33,7
Arpc2,8117,7075,9590,7070
Gpbar1,0,0,0,0
Gm28364,0,1,0,0
Pnkd,12,11,11,6
Gm29358,0,0,0,0
Catip,420,432,507,294
Slc11a1,1903,1875,2789,1937
Ctdsp1,527,432,658,511
Vil1,1,2,3,3
Cnot9,224,210,331,250
Plcd4,5,6,17,12
Bcs1l,112,98,114,52
Stk36,13,15,22,11
Ttll4,151,130,205,164
Cyp27a1,316,269,444,284
Wnt6,0,1,5,0
Wnt10a,0,0,0,0
Gm16582,0,0,0,0
Cdk5r2,0,0,0,0
Gm15841,0,0,0,0
Retreg2,758,632,1041,674
Zfand2b,167,113,268,117
Ankzf1,273,235,341,259
Stk16,381,332,378,209
Dnajb2,173,162,173,103
Gm28294,0,0,1,0
Gm28902,0,0,0,0
Des,2,0,2,5
Speg,39,61,77,82
Gmppa,262,232,336,218
Asic4,0,0,0,0
Tmem198,1,0,0,0
Inha,0,0,2,0
Stk11ip,187,188,334,306
Slc4a3,1,3,1,3
Gm29069,0,0,0,0
Gm17751,0,0,0,0
Gm28386,0,0,0,0
Sgpp2,1,0,0,2
Mogat1,2,0,0,1
Gm29611,0,0,0,0
Acsl3,82,84,138,113
Utp14b,0,0,3,4
Kcne4,0,1,0,0
Gm29187,0,0,0,0
Mrpl44,420,319,381,302
9830004L10Rik,0,0,0,0
2310015K22Rik,0,0,0,0
Gm29125,0,0,0,0
1700016L21Rik,0,0,0,0
Nyap2,0,0,0,1
Gm9747,0,0,0,0
Rhbdd1,193,227,279,252
Col4a3,0,1,0,0
Mff,983,886,987,841
Gm28941,0,0,0,0
Gm28942,0,0,0,0
Agfg1,668,663,820,717
A030005L19Rik,1,0,6,2
A030014E15Rik,0,0,1,0
Gm47955,0,0,1,0
Gm47959,0,0,0,0
Gm47969,0,0,0,0
Krtap28-13,0,0,0,0
Ccl20,0,0,0,0
Daw1,0,1,0,0
Fbxo36,31,22,52,51
Gm10553,0,0,0,0
A530040E14Rik,1,1,3,1
Gm16028,0,0,0,1
Gm16025,0,0,0,0
G530012D18Rik,2,9,4,3
Gm16094,1,1,2,3
Sp140,396,317,394,313
Sp100,233,129,195,159
9930111H07Rik,0,0,0,0
Cab39,1304,1283,1712,1657
Itm2c,6218,5821,6055,6322
4933407L21Rik,0,0,0,0
Spata3,0,0,0,0
2810459M11Rik,0,0,0,1
Psmd1,1079,1000,1097,911
Armc9,20,23,46,29
B3gnt7,13,31,13,43
C130036L24Rik,5,1,10,6
Tex44,0,0,0,0
Ptma,9730,7581,13668,10993
Cops7b,165,159,196,147
Dis3l2,229,171,248,222
Gm29055,0,0,0,0
Gm29371,0,0,0,0
Akp3,0,0,0,0
Prss56,0,0,1,0
Chrnd,0,0,0,0
Chrng,8,6,11,7
Eif4e2,984,846,1092,1032
Efhd1,0,1,6,5
Gigyf2,360,346,483,402
Snorc,0,0,0,0
Neu2,0,0,0,0
Inpp5d,7533,6791,10746,8785
Atg16l1,303,296,378,386
Sag,4,5,5,6
Dgkd,353,411,373,469
Ugt1a10,0,0,0,0
Ugt1a9,0,0,0,0
Ugt1a8,0,0,0,0
Ugt1a7c,38,42,54,39
Ugt1a6b,0,0,0,0
Ugt1a6a,0,0,0,0
Ugt1a5,0,0,0,0
Ugt1a2,0,0,0,0
Ugt1a1,0,0,0,0
Mroh2a,10,19,13,15
Trpm8,0,0,1,0
Spp2,0,0,0,0
Gm28888,0,0,0,0
Gm19589,0,0,0,0
Gm29336,12,5,5,5
Platr5,0,0,0,0
1700067G17Rik,0,0,0,0
Sh3bp4,17,24,16,25
Agap1,191,147,329,267
Gm28499,0,0,0,0
D130058E05Rik,0,0,0,1
4930434B07Rik,0,0,0,1
Ackr3,22,23,12,15
Gm28723,0,0,0,0
Cops8,609,543,700,638
Gm9991,0,0,0,0
Mlph,922,711,1947,1848
Prlh,3,5,2,2
Lrrfip1,339,326,696,664
Rbm44,2,1,4,1
Ramp1,812,941,489,659
Ube2f,835,701,865,921
Scly,112,99,123,90
Espnl,0,0,0,0
Klhl30,0,0,0,0
Erfe,3,2,0,2
Gm28382,0,0,0,0
Traf3ip1,119,119,163,111
Asb1,107,98,138,109
Gm28380,0,0,0,0
Twist2,0,0,0,0
Gm29101,0,0,0,0
Gm29099,0,0,0,0
Olfr1413,0,0,0,0
Olfr1412,0,0,0,0
Olfr1411,0,0,0,0
Olfr1410,0,0,0,0
Olfr12,0,0,0,0
Gpc1,0,0,2,1
Dusp28,61,40,109,65
Rnpepl1,690,592,953,668
Capn10,62,50,89,50
Gpr35,216,145,150,100
Aqp12,0,0,0,0
Agxt,0,0,0,0
Crocc2,0,0,0,0
Sned1,10,13,17,15
Gm28535,5,2,4,8
Ppp1r7,895,813,1023,863
Ano7,101,88,78,49
Farp2,65,71,82,101
Gm28536,1,0,0,1
Bok,0,2,0,2
Gm10550,0,1,0,0
Atg4b,392,316,446,343
Ing5,312,274,412,308
D2hgdh,153,119,188,89
Gal3st2,0,0,0,0
Gal3st2b,0,0,0,0
Gal3st2c,0,0,0,0
Neu4,0,0,0,0
4930440C22Rik,0,0,0,0
Fam174a,1492,972,1755,1066
Panct2,0,0,0,0
Gin1,95,74,119,78
1810006J02Rik,0,0,0,0
Gm29461,0,0,0,0
Slco6d1,0,0,0,0
Gm7967,3,0,0,0
Cntnap5b,0,0,0,0
Gm20268,0,0,0,0
Cdh20,0,0,4,0
Gm29012,0,0,0,0
Gm17634,0,0,0,1
Relch,383,347,519,440
Tnfrsf11a,1206,1100,1631,1121
Zcchc2,705,567,747,581
Phlpp1,168,152,234,178
D630008O14Rik,1,0,0,0
Serpinb5,0,0,0,1
Serpinb12,3,2,1,3
Serpinb13,0,0,0,0
Serpinb11,0,0,0,0
Serpinb7,0,0,0,0
Serpinb2,1,1,0,0
Serpinb8,7,2,6,1
Gm15389,0,0,0,0
D830032E09Rik,0,0,0,0
Cdh7,0,0,0,0
Gm28189,0,0,0,0
Cntnap5a,0,0,0,0
Gm19965,0,0,0,0
Zfp813-ps,0,0,0,0
Gm28363,0,0,0,0
B020011L13Rik,0,0,0,0
Gm28360,0,0,0,0
Gm28168,0,0,0,0
Gm7145,0,0,0,0
Gm29106,0,0,1,0
Nifk,654,456,675,529
Gm28867,0,0,0,0
Clasp1,301,297,370,294
Tfcp2l1,0,0,1,1
Gm26831,0,0,0,0
Gm29455,0,0,0,0
Tmem185b,594,475,706,474
Gm28209,0,0,0,0
Sctr,0,1,3,1
3110009E18Rik,160,123,159,63
C1ql2,0,0,0,0
1700012E03Rik,0,0,0,0
En1,0,0,1,0
2610027F03Rik,0,0,0,0
Gm29346,0,0,0,0
Gm29345,0,0,0,0
Gm29347,0,0,0,0
Celrr,0,0,0,0
Gm29359,0,0,0,0
Ccdc93,531,591,471,551
Gm28590,0,0,0,0
Gm28706,0,0,0,0
Slc35f5,298,244,389,342
Gpr39,0,0,0,0
Mgat5,932,1034,1007,1044
Acmsd,1,0,0,0
Ccnt2,886,778,1065,852
Rab3gap1,861,788,886,784
Gm28800,1,1,0,0
R3hdm1,560,494,636,466
Ubxn4,2051,1753,2213,2074
Thsd7b,0,0,0,0
Gm15674,0,0,0,0
Gm16083,0,0,0,0
Yod1,347,308,426,468
AA986860,6,16,10,4
Gm28856,0,0,0,0
Fcamr,0,0,0,0
Pigr,0,0,0,0
Fcmr,0,0,0,0
Il10,2,0,8,1
Eif2d,68,66,86,70
Gm28914,0,0,0,0
Gm28913,0,0,0,0
Fam72a,143,131,63,68
Avpr1b,0,0,0,0
Ctse,5,4,98,24
Rab7b,9,10,59,20
Slc26a9,0,0,0,0
Pm20d1,0,0,0,0
Slc41a1,265,220,387,261
Rab29,158,134,155,75
Nucks1,2028,1788,2491,2535
Slc45a3,5,2,5,5
Elk4,464,387,715,639
Gm29629,0,1,0,0
Lemd1,0,0,0,0
Gm29695,0,0,0,0
Klhdc8a,0,1,0,3
Nuak2,373,301,1014,1078
F730311O21Rik,1,1,3,3
Gm15849,0,0,0,0
Dstyk,474,500,562,522
Rbbp5,258,225,263,189
Tmem81,38,28,42,21
Gm10538,0,0,0,0
Lrrn2,1,0,1,3
Pik3c2b,62,57,69,71
Ppp1r15b,737,645,1039,956
Plekha6,4,0,4,3
Gm28040,0,0,0,0
Kiss1,0,0,0,0
Ren1,0,0,0,0
Etnk2,2,1,1,3
Gm28441,0,0,0,0
Gm15851,0,0,0,0
Gm1627,0,0,0,0
Fmod,0,1,0,2
Chit1,0,0,0,0
Chil1,7,7,26,14
Mybph,14,10,9,24
Myog,1,0,0,2
4933406M09Rik,0,1,3,0
Cyb5r1,609,469,1074,523
Adipor1,2338,1693,4283,2924
Platr1,6,3,10,10
Klhl12,65,54,70,56
Rabif,237,164,269,167
Kdm5b,597,537,486,525
Syt2,1,0,2,2
Gm28892,1,1,3,0
Ube2t,14,12,24,5
Gm10535,0,0,0,0
Ptpn7,2,3,1,7
Arl8a,1343,1080,2351,1717
Gm15445,1,0,0,0
Gm26642,5,2,8,10
Lmod1,2,7,2,3
Gm4793,3,2,3,4
Csrp1,16,15,30,45
Phlda3,9,5,5,0
Tnni1,0,0,0,0
Lad1,0,0,0,0
Tnnt2,0,0,0,0
Tmem9,253,220,291,195
Ascl5,0,0,0,0
Cacna1s,54,51,49,41
Kif21b,1427,1463,1329,1301
Gm26568,0,0,1,0
A430034D21Rik,0,0,0,0
Gm26781,3,4,4,2
Ddx59,91,101,107,83
Kif14,2,1,0,0
Gm37799,0,0,0,0
Zfp281,477,516,639,855
Gm19705,0,4,3,5
Platr22,0,1,0,1
Gm4258,113,74,67,43
Gm26930,0,0,0,0
A430106G13Rik,0,0,0,0
Atp6v1g3,1,0,0,0
Gm28501,1,0,0,2
Dennd1b,791,735,1062,1046
4930596I21Rik,0,0,0,0
4933436E23Rik,0,0,0,0
Gm34816,0,0,0,0
Zbtb41,264,263,339,359
Aspm,0,2,0,1
F13b,0,0,0,0
Kcnt2,0,0,0,0
B3galt2,64,76,78,82
Glrx2,744,502,829,480
Uchl5,540,344,535,426
Gm29170,0,0,0,0
Brinp3,0,0,0,2
Gm29020,0,0,0,0
Ptgs2,30,5,9,56
Pdc,0,0,1,1
Tpr,2530,2384,2730,2521
Gm20631,0,0,0,0
Gm29188,0,0,0,0
C730036E19Rik,0,0,0,0
Gm47985,0,0,0,0
Gm8947,0,0,0,0
Gm47995,0,0,0,0
3110040M04Rik,0,0,0,0
Gm47996,0,0,0,0
Ivns1abp,8439,7747,9671,8190
Trmt1l,475,446,455,282
Fam129a,553,588,968,516
Edem3,422,435,455,402
Gm28610,0,0,0,0
Colgalt2,0,0,0,2
Apobec4,0,0,0,0
Arpc5,2822,2245,3181,2485
Ncf2,2453,1981,2853,2049
Nmnat2,1,2,2,3
Shcbp1l,4,5,4,9
Rgs8,2,0,0,2
Rgs16,2,1,1,0
Rnasel,489,419,848,923
Gm28512,0,0,0,0
Teddm1b,0,1,0,0
Teddm1a,0,0,0,0
Glul,15961,13973,20102,21586
Gm29290,0,0,0,0
Zfp648,0,0,0,0
4930532M18Rik,0,0,0,0
Stx6,64,83,71,75
Gm37622,0,0,0,0
Acbd6,703,558,712,647
Gm37571,1,1,1,0
Tor1aip2,345,353,514,475
4930518J20Rik,0,0,0,0
Nphs2,0,0,1,0
Gm2000,1386,871,2113,1407
Abl2,544,589,1165,1500
Angptl1,2,12,8,4
4930439D14Rik,3,12,3,3
Cryzl2,33,34,36,31
Sec16b,71,42,44,52
Astn1,1,0,5,1
4930562F17Rik,0,0,0,0
Cop1,518,493,539,468
Tnr,3,4,0,4
Gm10530,0,0,0,0
4930523C07Rik,27,20,30,13
Mrps14,1513,1066,1639,997
Gm36975,1,0,1,0
Gm37083,0,0,0,0
Gm38060,0,0,0,0
Rc3h1,1355,1304,1577,1533
Serpinc1,31,38,37,41
Gm37362,15,32,25,34
Gas5,4300,1975,5684,3371
Gm37634,9,11,16,10
Cenpl,73,69,69,52
Ankrd45,0,0,0,1
Tnfsf4,0,0,0,0
Tnfsf18,15,8,18,4
Gm31925,0,0,0,0
Pigc,3,4,4,5
Gm38304,0,0,0,0
2810442N19Rik,0,0,0,0
Dnm3os,0,0,0,0
Vamp4,250,254,307,282
Myoc,0,1,1,1
Gm37273,0,0,0,0
Gm20471,0,0,0,1
Gm29500,0,0,0,0
Kifap3,611,629,667,526
Scyl3,151,147,219,186
Mettl18,146,126,155,73
Sele,0,0,0,0
Sell,26,6,34,10
Selp,3,0,1,4
F5,1,4,3,4
Slc19a2,36,33,48,42
Ccdc181,161,99,184,93
Nme7,44,53,43,31
Gm32391,0,0,0,0
Gm26685,0,0,0,1
Gm37754,0,0,0,0
Gm37184,0,0,0,0
Dpt,0,0,0,0
Gm20743,0,0,0,0
1700029M03Rik,0,0,0,0
Gpr161,0,0,0,1
Mpc2,1658,1167,1449,1041
Adcy10,0,0,0,0
Gm37073,6,3,8,5
Creg1,5644,5642,5920,4957
Gm16565,1,0,2,1
Cd247,0,0,1,0
Gm26665,0,0,0,0
Gm37923,0,0,0,0
Gpa33,1,0,3,0
Ildr2,75,51,241,134
Tada1,342,261,344,253
Fam78b,0,0,0,0
Gm37982,0,0,0,0
Gm2453,0,0,0,0
Tmco1,373,281,367,271
Aldh9a1,430,346,473,396
Rxrg,7,9,2,6
Lmx1a,0,1,0,0
Gm20711,0,0,0,0
Rgs5,14,134,27,78
Ccdc190,0,1,0,1
3110045C21Rik,3,4,2,1
Gm37748,5,7,7,6
4930500M09Rik,6,1,5,0
Sh2d1b2,0,0,0,0
Sh2d1b1,18,16,18,18
Spata46,0,1,1,1
Olfml2b,331,309,308,444
Gm9929,10,26,27,40
Gm26620,36,34,54,88
Gm38204,0,0,1,0
Gm10522,3,3,5,2
Fcgr4,327,254,465,234
Cfap126,50,32,60,32
Mpz,4,1,0,2
Nr1i3,6,16,16,23
Apoa2,1,2,3,2
Adamts4,2,1,0,3
B4galt3,597,476,765,733
Dedd,463,426,401,319
Pfdn2,1530,987,1709,1229
Nectin4,421,461,394,381
Arhgap30,2581,2259,3477,3122
Usf1,932,827,857,717
Tstd1,11,15,23,14
F11r,8678,6557,6020,5793
Alyref2,419,287,466,268
Cd244a,2,4,13,8
Gm37787,5,3,2,0
Cd48,2196,1501,2757,1340
Slamf1,84,65,91,108
Cd84,3076,2782,4461,2985
Gm10521,92,110,192,117
Slamf6,393,222,401,231
Copa,1341,1048,1351,1151
Pex19,280,256,349,271
Dcaf8,341,336,348,392
Gm17224,0,0,0,0
Gm37950,0,0,0,0
Igsf8,1017,519,1438,741
Gm36937,0,0,1,0
Kcnj10,152,103,327,89
Pigm,541,473,709,500
Slamf9,980,1091,1132,921
Igsf9,13,15,25,17
Tagln2,658,403,1324,959
Cfap45,0,1,1,3
Vsig8,1,0,1,1
Crp,0,0,0,0
Olfr16,0,0,0,0
Olfr218,0,0,0,0
Olfr1404,0,0,0,0
Olfr418,0,0,0,0
Aim2,740,542,931,695
Ifi209,235,198,136,85
Ifi208,4,2,7,5
Olfr433,0,0,2,1
Olfr432,1,0,0,0
Olfr430,0,0,0,0
Olfr429,0,0,0,0
Olfr427,0,0,0,0
Olfr424,0,0,0,0
Olfr420,0,0,0,0
Spta1,1,0,0,0
Mptx1,0,0,0,0
Olfr417,0,0,0,0
Olfr248,0,0,0,0
Olfr414,0,0,0,0
Olfr220,0,0,0,0
Fmn2,1,1,1,3
Gm36307,0,0,0,0
Kmo,3,0,0,0
Wdr64,0,0,0,0
Exo1,9,9,11,6
Gm38100,0,0,0,0
Gm38101,2,0,0,0
Gm36992,1,3,3,14
Sdccag8,395,422,254,284
Zbtb18,1990,1749,1879,1681
Gm29856,0,0,0,0
Gm37306,86,64,60,44
1700016C15Rik,0,0,0,0
Catspere1,0,0,0,0
Catspere2,8,3,8,12
Desi2,740,688,865,721
Cox20,827,651,649,482
Efcab2,74,65,132,94
Kif26b,2,0,0,1
Cnst,166,187,154,142
Sccpdh,215,173,183,187
Gm10518,1,0,0,0
Cdc42bpa,188,186,193,206
Gm31728,0,1,1,2
Itpkb,450,472,533,537
Parp1,525,452,512,465
Lin9,219,167,140,136
Acbd3,1389,1477,1338,1424
H3f3aos,1,1,1,1
Sde2,656,540,716,759
Lefty2,0,0,0,0
Pycr2,654,592,635,565
Lefty1,252,227,136,139
Tmem63a,1516,1480,1411,1448
9130409I23Rik,0,0,0,0
Gm37406,0,0,0,0
Cnih4,1935,1487,1864,1276
A430110L20Rik,65,87,95,134
Cnih3,0,0,1,0
Dnah14,4,2,5,6
Srp9,1672,1190,1787,1351
1700047M11Rik,1,2,4,4
Trp53bp2,392,407,620,1336
Gm37885,0,0,0,0
Capn8,0,0,0,0
Gm37218,0,0,0,0
Susd4,1,0,3,2
Tlr5,117,139,59,74
Gm38079,34,36,26,26
Aida,297,289,375,277
Taf1a,113,101,146,96
Gm37986,3,3,2,0
Hhipl2,1,0,0,0
Gm37214,0,0,0,0
Gm33973,0,0,0,0
Gm34068,0,0,0,0
Gm38108,0,0,0,0
Dusp10,27,46,38,71
Gm37223,0,0,0,0
4930488B22Rik,1,0,0,0
Gm34342,41,25,48,35
Gm38251,0,0,0,0
4930433J02Rik,0,1,0,0
Gm37662,0,0,0,0
Rab3gap2,239,221,238,244
2010103J01Rik,6,7,8,16
Bpnt1,504,305,516,361
Eprs,1410,1304,1635,1505
Slc30a10,0,1,1,0
Gm38093,0,0,0,0
Gm37134,0,0,0,0
Gm29491,0,0,0,0
A430105J06Rik,15,17,22,18
1700023G09Rik,0,0,0,0
D1Pas1,0,0,0,0
1700007P06Rik,0,0,0,0
Gpatch2,404,386,521,458
Gm37896,0,0,0,0
Esrrg,3,1,3,1
Gm38064,0,0,0,0
Ush2a,0,0,0,0
A430027H14Rik,0,0,0,0
Ptpn14,10,9,6,10
Gm37422,2,1,2,3
Gm28172,2,3,3,1
Prox1os,1,0,0,0
Gm29678,0,0,0,0
Gm30932,0,0,0,0
Angel2,907,856,1298,933
Gm31373,0,0,0,0
A230020J21Rik,1,2,1,2
Spata45,0,0,0,0
Nsl1,114,111,89,116
Batf3,781,599,561,352
Gm38161,1,1,1,0
D730003I15Rik,545,476,829,547
Gm37168,14,21,14,17
Pacc1,884,725,1161,803
Ints7,124,122,142,115
Lpgat1,887,805,1101,956
Nek2,0,4,0,1
Slc30a1,193,225,349,290
Rd3,0,2,0,1
Gm26879,27,32,55,37
Gm10516,0,0,1,0
Kcnh1,0,1,1,2
1700065J18Rik,0,0,0,0
Gm15867,0,0,0,0
Irf6,0,1,0,0
A130010J15Rik,190,185,235,206
Gm15872,1,2,3,2
4930570N18Rik,0,0,0,0
Lamb3,0,0,0,0
Plxna2,2,2,2,5
Cd34,2233,1817,3160,2212
A330023F24Rik,12,19,22,32
B020014A21Rik,0,0,0,0
H60c,0,0,0,1
Gm30570,0,0,0,0
Zbtb2,345,254,344,306
Rmnd1,459,467,509,456
Syne1,3,17,7,12
Fbxo5,120,103,205,107
Mtrf1l,249,198,245,171
Rgs17,2,0,1,0
Gm10945,0,0,0,0
Ipcef1,275,223,303,207
Cnksr3,98,83,104,84
Ulbp1,35,27,18,16
Pcmt1,921,803,937,781
Gm20470,2,0,0,2
Ginm1,587,448,601,527
Tab2,4343,3799,4447,4143
Gm48614,148,142,104,78
Ust,69,95,85,80
Sash1,46,62,84,62
Gm48748,0,0,0,0
Samd5,0,0,0,2
Stxbp5,728,701,741,638
Gm48281,0,0,0,0
Gm31904,0,0,0,0
Gm48324,0,0,0,0
Adgb,7,8,9,5
Rab32,791,559,1169,617
Grm1,0,0,0,0
Gm16577,1,1,0,0
4930432B10Rik,7,2,4,7
Gm48697,0,0,0,0
Gm48721,0,0,0,0
Gm48722,0,0,0,0
Gm48723,1,0,0,0
Gm48724,0,0,0,0
Utrn,167,190,139,157
B230208H11Rik,21,11,43,25
Stx11,5,1,7,12
Gm47691,0,0,0,0
Zc2hc1b,0,0,0,0
Ltv1,399,351,552,342
Phactr2,619,650,628,703
Pex3,261,239,274,281
Aig1,458,451,378,398
Gm32105,0,0,0,0
Gm28289,0,0,0,0
Gm48844,0,0,0,0
Adgrg6,0,0,1,0
Vta1,735,665,773,662
Gje1,0,0,0,0
