,cWT-1,cWT-2,cKO-1,cKO-2
Mir205hg,0,0,0,0
4930503O07Rik,0,0,0,0
Gm16897,77,94,152,129
Gm32250,127,146,313,372
Gm37027,0,0,1,6
Cd46,292,299,775,606
Cr1l,969,948,1222,1105
Cr2,11,17,15,7
Gm1992,2,5,2,3
Gm37587,0,0,0,0
Lypla1,690,695,866,615
Tcea1,1220,1028,1434,1607
Gm16041,0,1,0,1
Atp6v1h,1168,1233,1761,2007
Oprk1,0,0,0,0
Rb1cc1,1800,1783,2533,2777
Alkal1,1,1,0,0
St18,36,18,31,35
Pcmtd1,2587,2290,3357,2443
Gm30414,0,1,0,0
Rrs1,0,0,0,0
Adhfe1,242,310,208,289
Vxn,311,299,247,222
1700034P13Rik,12,11,10,29
Sgk3,2703,2359,2354,2063
Mcmdc2,39,21,58,56
Gm15818,1,1,1,3
Cspp1,1337,1271,1570,1047
Prex2,6,14,4,21
A830018L16Rik,17,27,26,11
Gm17644,0,0,0,0
Sulf1,4,9,1,1
Gm29283,0,0,0,0
Gm29570,5,11,15,18
Xkr9,12,3,3,18
Gm9947,0,0,0,0
Kcnb2,1,2,4,3
Terf1,900,876,1063,1094
Rdh10,205,168,198,166
Gm28095,2,1,4,4
Gm7568,9,7,6,8
D030040B21Rik,0,0,0,0
Tmem70,100,90,115,127
Ly96,452,515,495,412
Gm28376,3,1,4,1
Gm28783,0,0,0,0
Gdap1,0,0,0,1
Gm28784,0,0,0,0
Pi15,0,0,0,0
Crispld1,0,2,2,1
Tfap2d,4,5,4,1
Tfap2b,0,0,0,0
Gm28340,0,0,0,0
4930486I03Rik,0,0,0,0
Gm28653,0,0,0,0
Il17a,0,0,0,0
Gm28065,0,0,0,0
Paqr8,29,28,11,29
Efhc1,16,24,24,17
Gm28287,0,0,1,0
Tmem14a,8,5,12,8
Gsta3,0,0,2,6
Khdc1a,0,0,0,0
Khdc1c,0,0,0,0
Khdc1b,0,0,0,0
Gm27028,0,0,0,0
Gm29107,0,0,0,0
Gm28822,0,0,0,0
B3gat2,11,19,10,21
Col9a1,0,0,0,3
Lmbrd1,1358,1273,2202,2710
Gm5524,0,0,0,0
Gm28644,0,0,0,0
Gm29128,0,0,0,0
Lgsn,0,0,0,0
Pih1d3,0,0,0,0
Khdrbs2,1,4,3,4
Gm37724,0,0,0,0
Rab23,37,36,38,34
Dst,15536,20075,26766,37886
Imp4,5,4,3,10
Ptpn18,629,461,425,336
Prss39,0,0,0,0
Cfc1,0,0,0,0
Amer3,0,0,0,0
Plekhb2,404,333,467,325
Gm28415,0,0,0,0
1110002O04Rik,0,0,1,0
4930535G08Rik,0,0,0,0
Hs6st1,710,631,829,986
Gm33280,0,1,2,1
Arid5a,27,19,43,224
4930403P22Rik,0,0,0,0
Fer1l5,7,21,12,17
Cnnm4,139,107,110,92
Cnnm3,147,128,142,213
D430040D24Rik,42,40,63,113
Cox5b,20,18,28,16
4933424G06Rik,18,24,24,78
Zap70,0,0,0,1
Vwa3b,10,24,5,29
Cnga3,0,1,0,0
Inpp4a,591,527,805,817
Unc50,160,136,180,145
4930556I23Rik,0,0,0,0
Gm26805,6,3,0,0
Lipt1,5,1,5,2
Mrpl30,32,25,25,32
Gm15457,0,0,0,0
Eif5b,709,649,940,832
Gm5099,0,0,0,0
Gm16150,1,1,0,0
Gm16151,0,0,0,0
Gm16152,0,0,0,1
Gm37707,0,2,0,2
Nms,0,0,0,0
Pdcl3,80,99,83,62
Npas2,2,3,1,10
Rpl31,48,35,79,57
Cnot11,131,137,187,183
D930019O06Rik,0,0,0,2
Map4k4,5433,6027,5827,5602
Il1r2,54,71,91,210
Il1r1,35,26,76,69
Il1rl2,1468,1417,1941,1359
Il1rl1,60,90,123,55
Il18r1,7,8,14,8
Il18rap,45,46,347,177
Slc9a4,0,1,1,1
Slc9a2,1,2,1,0
Gm37915,2,8,4,9
Tmem182,0,2,0,0
Gm29260,0,0,1,1
Gm9915,0,0,0,0
Gm28175,0,1,0,1
Gm20646,0,1,0,1
Pou3f3,0,0,0,0
Dalir,0,0,0,0
Mrps9,691,667,969,1029
Gpr45,0,0,1,1
Gm28782,3,1,2,4
8430432A02Rik,0,0,0,0
AI597479,109,102,111,132
Nck2,0,0,4,3
Ecrg4,2,2,1,2
Gm29157,0,0,0,0
Tpp2,3354,3145,4550,4822
Bivm,119,134,142,126
Ercc5,1035,1114,1584,1422
Gm28893,0,0,0,0
Gulp1,2,10,8,7
Col3a1,0,0,0,0
Wdr75,310,244,363,261
Dnah7b,2,3,5,0
Dnah7c,5,4,9,5
Gm28826,0,1,0,0
C230029F24Rik,3,0,0,1
4933411E06Rik,0,0,0,0
Gm28321,0,0,0,0
Tmeff2,6,21,3,17
Gm28322,0,0,0,0
Gm28320,0,0,0,0
Gm29325,0,0,0,0
Cavin2,0,1,0,0
Stat4,9,23,17,38
Stat1,718,578,650,654
Gm553,16,17,26,34
Nemp2,148,155,251,216
Hibch,341,285,432,263
Mstn,0,0,0,0
Gm28777,4,6,7,1
Ormdl1,39,31,56,44
Osgepl1,157,121,174,172
Ccdc150,12,15,22,13
4930444A19Rik,2255,2618,3570,4027
Coq10b,317,213,445,689
Hspe1,1227,720,920,303
Mob4,832,730,999,1059
Gm10561,3,1,1,2
Mars2,0,0,0,0
Plcl1,27005,29243,30152,27437
9130227L01Rik,0,0,0,0
1700003I22Rik,0,0,0,0
Gm28240,0,0,0,0
9130024F11Rik,1,2,3,1
1700126A01Rik,0,0,0,0
1700066M21Rik,29,9,15,15
Maip1,59,81,89,100
Spats2l,5,0,0,0
Sgo2a,5,5,8,7
Aox1,2,1,2,3
Aox3,0,1,1,0
Aox4,0,0,0,0
Aox2,4,9,6,6
Bzw1,390,457,729,846
Nif3l1,111,105,156,177
Gm15834,154,131,231,153
Ndufb3,134,125,145,160
Cflar,3941,3956,5182,4514
Casp8,2228,2520,2224,2044
Stradb,168,150,222,135
Gm29018,0,0,0,3
G730003C15Rik,0,0,0,0
Gm29017,1,1,7,0
Cdk15,7,10,23,22
Gm29016,0,0,0,0
Fzd7,0,0,0,0
Gm973,1,3,6,4
Nop58,416,283,759,655
Bmpr2,3266,3322,3950,3291
Fam117b,3683,3558,6058,6028
Carf,242,244,401,331
Nbeal1,1224,1133,1412,1246
Cyp20a1,421,288,466,412
Abi2,760,670,793,722
Cd28,2,1,6,1
2310016D23Rik,1,0,0,0
Ctla4,27,17,117,27
Icos,32,40,27,8
Gm11587,0,0,0,0
9530026F06Rik,0,0,0,0
Gm11588,0,0,0,0
Gm28449,0,0,0,0
Pard3b,5596,6643,6598,7635
Nrp2,1072,1064,1412,1901
Ino80dos,423,544,547,573
Gm20342,0,0,0,0
Eef1b2,1058,589,1126,772
Platr12,0,1,0,0
Zdbf2,1,0,0,1
Adam23,0,2,3,2
Gm39653,0,0,0,0
Fastkd2,117,103,175,148
Gm13749,0,0,0,0
Gm13748,35,48,51,55
Creb1,2993,2889,2836,2378
Gm28982,10,6,8,10
Gm29152,0,0,0,0
Ccnyl1,323,330,362,323
Pikfyve,891,864,1222,1155
Pth2r,1,1,3,3
Crygf,0,0,0,0
Map2,7,6,15,14
Unc80,2,2,4,1
Rpe,161,174,275,306
Cps1,0,0,0,0
Gm15668,0,1,0,0
Gm15669,0,0,0,0
Gm15671,0,0,0,0
Gm28497,0,0,0,0
Gm29114,223,176,191,172
Spag16,3,6,4,5
Vwc2l,2,3,0,2
Atic,76,85,216,148
Apol7d,0,2,15,3
Gm8883,0,0,0,0
Tmem169,8,6,5,7
Xrcc5,628,548,977,1086
Smarcal1,313,344,365,388
Gm39662,0,0,0,0
Rpl37a,371,270,359,336
Igfbp2,0,0,0,0
1700027A15Rik,3,1,0,2
Gm29185,0,0,0,0
D530049I02Rik,0,0,0,0
Gm29186,0,0,0,0
Rufy4,4,1,4,8
Cxcr2,0,0,2,2
Arpc2,3654,4260,5896,5378
Gpbar1,0,0,0,0
Gm28364,0,0,0,0
Pnkd,746,718,733,577
Gm29358,0,2,2,1
Catip,2,5,6,0
Slc11a1,565,591,1015,581
Ctdsp1,57,68,64,55
Vil1,9,4,7,5
Cnot9,180,219,277,331
Plcd4,12,8,7,13
Bcs1l,78,81,69,59
Stk36,18,22,28,20
Ttll4,561,485,634,466
Cyp27a1,664,579,763,554
Wnt6,0,0,1,1
Wnt10a,0,0,0,0
Gm16582,0,0,0,0
Cdk5r2,0,0,0,0
Gm15841,0,0,0,0
Retreg2,39,48,66,76
Zfand2b,48,14,64,17
Ankzf1,107,105,125,115
Stk16,100,75,104,88
Dnajb2,272,264,312,260
Gm28294,2,1,4,1
Gm28902,0,0,0,0
Des,0,0,0,0
Speg,106,111,146,160
Gmppa,93,114,129,84
Asic4,0,0,0,0
Tmem198,0,0,0,0
Inha,0,0,0,0
Stk11ip,44,60,80,84
Slc4a3,0,0,0,0
Gm29069,0,0,0,2
Gm17751,0,0,0,0
Gm28386,0,0,0,0
Sgpp2,2,5,0,7
Mogat1,0,0,0,0
Gm29611,0,0,0,0
Acsl3,49,40,47,52
Utp14b,5,3,3,4
Kcne4,0,0,0,0
Gm29187,0,0,0,0
Mrpl44,17,26,38,18
9830004L10Rik,0,0,0,0
2310015K22Rik,0,0,0,0
Gm29125,0,0,0,0
1700016L21Rik,1,0,0,0
Nyap2,0,2,0,0
Gm9747,0,0,0,0
Rhbdd1,733,738,1320,1167
Col4a3,9,1,1,5
Mff,395,465,610,730
Gm28941,0,0,0,0
Gm28942,0,0,0,0
Agfg1,839,675,1163,1144
A030005L19Rik,0,0,0,0
A030014E15Rik,0,0,0,0
Gm47955,0,0,0,0
Gm47959,0,0,0,0
Gm47969,0,0,0,0
Krtap28-13,0,0,0,0
Ccl20,0,0,0,0
Daw1,0,0,0,1
Fbxo36,152,213,290,255
Gm10553,0,0,0,0
A530040E14Rik,0,0,1,0
Gm16028,2,0,3,0
Gm16025,0,0,0,0
G530012D18Rik,0,0,0,0
Gm16094,2,0,0,1
Sp140,506,554,696,758
Sp100,610,464,698,627
9930111H07Rik,2,0,0,11
Cab39,2209,2249,3100,3126
Itm2c,280,408,278,708
4933407L21Rik,0,0,0,2
Spata3,1,0,0,0
2810459M11Rik,0,0,2,2
Psmd1,958,1001,1299,971
Armc9,401,481,609,532
B3gnt7,0,1,0,1
C130036L24Rik,50,55,86,50
Tex44,0,0,0,0
Ptma,1866,2797,2778,3844
Cops7b,101,110,133,132
Dis3l2,2578,2743,3832,3305
Gm29055,0,0,0,0
Gm29371,0,0,0,1
Akp3,0,0,0,0
Prss56,0,0,0,0
Chrnd,0,2,0,0
Chrng,0,0,0,0
Eif4e2,407,408,463,441
Efhd1,3,4,21,9
Gigyf2,2191,2231,2942,2719
Snorc,0,0,0,0
Neu2,2,10,4,5
Inpp5d,35212,41904,60234,58941
Atg16l1,870,868,1338,1428
Sag,92,157,146,86
Dgkd,6573,6845,9730,7722
Ugt1a10,0,0,0,0
Ugt1a9,0,0,0,0
Ugt1a8,0,0,0,0
Ugt1a7c,36,38,33,44
Ugt1a6b,2,1,8,0
Ugt1a6a,5,1,6,0
Ugt1a5,1,4,3,1
Ugt1a2,1,1,0,0
Ugt1a1,1,2,0,0
Mroh2a,11,22,15,12
Trpm8,2,4,2,8
Spp2,0,0,0,0
Gm28888,0,0,0,0
Gm19589,0,2,1,0
Gm29336,7,3,5,13
Platr5,0,0,0,0
1700067G17Rik,0,1,0,0
Sh3bp4,37,18,56,24
Agap1,1574,1375,2466,1603
Gm28499,0,0,1,0
D130058E05Rik,0,0,0,0
4930434B07Rik,0,0,0,1
Ackr3,43,40,27,43
Gm28723,0,0,0,0
Cops8,331,370,435,586
Gm9991,0,0,0,0
Mlph,776,922,1864,2350
Prlh,1,0,0,0
Lrrfip1,2276,2137,4705,5135
Rbm44,1,1,0,0
Ramp1,197,177,104,116
Ube2f,1670,1836,2726,3213
Scly,217,226,319,299
Espnl,3,0,0,0
Klhl30,0,0,1,0
Erfe,0,0,0,0
Gm28382,0,0,0,0
Traf3ip1,89,93,151,88
Asb1,25,19,43,16
Gm28380,0,0,0,0
Twist2,0,0,0,0
Gm29101,0,0,0,0
Gm29099,0,0,0,0
Olfr1413,0,0,0,0
Olfr1412,0,0,0,0
Olfr1411,0,0,0,0
Olfr1410,0,0,0,0
Olfr12,0,0,0,0
Gpc1,0,0,0,1
Dusp28,0,0,0,0
Rnpepl1,16,19,18,19
Capn10,79,76,103,92
Gpr35,19,30,35,24
Aqp12,0,0,0,0
Agxt,0,0,0,0
Crocc2,0,0,0,1
Sned1,28,22,23,28
Gm28535,14,14,15,15
Ppp1r7,304,256,342,266
Ano7,5,13,3,2
Farp2,555,564,744,744
Gm28536,0,0,0,0
Bok,1,1,1,0
Gm10550,97,91,105,104
Atg4b,361,339,496,465
Ing5,84,97,127,108
D2hgdh,161,128,158,92
Gal3st2,1,0,1,4
Gal3st2b,0,0,1,0
Gal3st2c,0,0,0,0
Neu4,0,0,0,0
4930440C22Rik,0,0,0,0
Fam174a,248,220,485,509
Panct2,0,0,0,0
Gin1,104,102,173,124
1810006J02Rik,0,0,0,0
Gm29461,0,0,0,0
Slco6d1,1,0,0,0
Gm7967,3,2,0,1
Cntnap5b,2,3,4,0
Gm20268,1,0,0,0
Cdh20,2,7,4,10
Gm29012,0,0,0,0
Gm17634,0,0,1,0
Relch,2109,2136,2706,2489
Tnfrsf11a,3985,4126,5455,3681
Zcchc2,836,621,986,843
Phlpp1,1886,1645,2509,2211
D630008O14Rik,8,13,31,18
Serpinb5,0,0,0,0
Serpinb12,0,1,1,0
Serpinb13,0,0,0,0
Serpinb11,0,0,0,0
Serpinb7,0,0,0,1
Serpinb2,0,0,0,1
Serpinb8,0,0,3,0
Gm15389,0,0,0,0
D830032E09Rik,0,0,1,0
Cdh7,4,1,4,3
Gm28189,0,0,0,0
Cntnap5a,2,0,1,3
Gm19965,0,0,0,0
Zfp813-ps,0,0,0,0
Gm28363,4,1,2,2
B020011L13Rik,0,0,0,0
Gm28360,0,0,0,0
Gm28168,0,0,0,0
Gm7145,0,0,0,0
Gm29106,0,1,0,0
Nifk,115,95,170,171
Gm28867,0,0,0,2
Clasp1,1389,1488,1859,1720
Tfcp2l1,0,0,0,0
Gm26831,0,0,0,0
Gm29455,0,0,0,0
Tmem185b,12,5,5,3
Gm28209,0,0,0,1
Sctr,2,0,1,5
3110009E18Rik,139,124,122,83
C1ql2,0,0,0,0
1700012E03Rik,0,0,0,0
En1,0,0,0,0
2610027F03Rik,0,0,0,0
Gm29346,0,0,0,0
Gm29345,0,0,0,0
Gm29347,0,0,0,0
Celrr,1,1,3,1
Gm29359,0,0,0,0
Ccdc93,1842,2200,2104,2245
Gm28590,1,0,0,0
Gm28706,0,0,0,0
Slc35f5,274,259,447,657
Gpr39,0,0,1,1
Mgat5,7532,8039,7769,7555
Acmsd,0,2,0,0
Ccnt2,597,660,975,1095
Rab3gap1,2211,1968,2439,2384
Gm28800,2,1,2,4
R3hdm1,1647,1549,2142,2021
Ubxn4,1623,1735,2657,3094
Thsd7b,5,7,7,3
Gm15674,0,1,1,0
Gm16083,71,61,96,58
Yod1,4,3,4,6
AA986860,13,26,28,19
Gm28856,1,0,0,1
Fcamr,0,0,0,0
Pigr,0,0,0,2
Fcmr,0,1,0,1
Il10,9,17,15,17
Eif2d,254,290,457,354
Gm28914,0,0,0,0
Gm28913,0,0,2,2
Fam72a,117,110,50,50
Avpr1b,0,0,0,0
Ctse,16,1,76,43
Rab7b,19,18,77,40
Slc26a9,1,1,0,0
Pm20d1,0,0,2,1
Slc41a1,42,50,80,93
Rab29,109,107,154,109
Nucks1,353,336,574,620
Slc45a3,0,0,0,0
Elk4,694,638,1135,1147
Gm29629,0,0,0,0
Lemd1,9,9,14,13
Gm29695,0,0,0,0
Klhdc8a,0,1,4,0
Nuak2,690,623,1702,1909
F730311O21Rik,9,6,32,21
Gm15849,0,0,0,0
Dstyk,644,701,927,994
Rbbp5,274,230,317,207
Tmem81,1,2,3,1
Gm10538,0,0,0,0
Lrrn2,0,0,0,0
Pik3c2b,105,93,87,121
Ppp1r15b,30,37,71,66
Plekha6,12,4,17,13
Gm28040,0,0,0,0
Kiss1,0,0,0,0
Ren1,0,1,0,0
Etnk2,2,4,0,0
Gm28441,0,0,0,0
Gm15851,1,1,0,0
Gm1627,0,0,0,0
Fmod,0,0,0,0
Chit1,0,0,0,2
Chil1,69,66,34,14
Mybph,33,37,7,15
Myog,0,0,0,0
4933406M09Rik,4,1,3,2
Cyb5r1,31,45,86,67
Adipor1,944,893,1946,1641
Platr1,2,5,2,3
Klhl12,262,327,575,426
Rabif,123,120,262,242
Kdm5b,888,998,1004,912
Syt2,7,14,20,11
Gm28892,3,7,14,10
Ube2t,3,5,14,9
Gm10535,0,0,0,0
Ptpn7,0,0,1,1
Arl8a,348,365,668,688
Gm15445,68,86,153,162
Gm26642,3,6,5,1
Lmod1,0,1,0,1
Gm4793,20,24,20,22
Csrp1,15,72,33,70
Phlda3,0,1,0,0
Tnni1,2,6,4,13
Lad1,0,0,0,0
Tnnt2,0,0,0,0
Tmem9,50,42,58,51
Ascl5,0,0,0,0
Cacna1s,6,5,10,8
Kif21b,1281,1343,1272,988
Gm26568,0,0,0,0
A430034D21Rik,0,0,1,2
Gm26781,41,53,44,64
Ddx59,144,164,297,216
Kif14,1,0,1,1
Gm37799,0,0,0,0
Zfp281,1,7,4,1
Gm19705,28,19,41,57
Platr22,3,0,1,2
Gm4258,4259,4185,3768,2649
Gm26930,0,0,0,0
A430106G13Rik,0,0,0,0
Atp6v1g3,0,0,0,1
Gm28501,786,731,778,799
Dennd1b,2903,2603,3854,3581
4930596I21Rik,19,12,18,14
4933436E23Rik,1,0,0,0
Gm34816,0,0,0,0
Zbtb41,154,147,185,198
Aspm,2,3,1,2
F13b,0,4,0,1
Kcnt2,3,3,0,4
B3galt2,171,185,226,214
Glrx2,69,57,76,91
Uchl5,549,529,825,923
Gm29170,0,0,0,0
Brinp3,17,20,12,14
Gm29020,0,0,0,0
Ptgs2,1,12,2,7
Pdc,1,0,0,1
Tpr,1174,1056,1405,1227
Gm20631,17,25,6,42
Gm29188,0,0,0,0
C730036E19Rik,0,0,0,0
Gm47985,0,0,0,0
Gm8947,0,0,0,0
Gm47995,0,0,0,0
3110040M04Rik,0,0,0,0
Gm47996,0,0,0,0
Ivns1abp,2845,2817,3549,2748
Trmt1l,644,664,885,627
Fam129a,1116,1026,2515,852
Edem3,789,803,961,697
Gm28610,0,0,0,0
Colgalt2,9,11,11,14
Apobec4,1,1,0,0
Arpc5,340,436,541,580
Ncf2,2597,2937,4423,3651
Nmnat2,1,8,3,5
Shcbp1l,25,41,43,49
Rgs8,0,0,1,0
Rgs16,0,1,1,2
Rnasel,193,198,250,418
Gm28512,0,0,0,0
Teddm1b,0,0,0,0
Teddm1a,0,0,0,0
Glul,13555,15313,13297,19815
Gm29290,0,1,0,0
Zfp648,0,0,0,0
4930532M18Rik,0,0,0,0
Stx6,745,780,1067,905
Gm37622,0,0,0,0
Acbd6,1065,1138,1247,1262
Gm37571,87,100,80,92
Tor1aip2,1611,1696,1870,1800
4930518J20Rik,0,0,0,0
Nphs2,0,1,0,0
Gm2000,0,0,0,0
Abl2,3382,3627,6631,8866
Angptl1,99,233,91,122
4930439D14Rik,0,0,0,0
Cryzl2,134,147,157,133
Sec16b,15,14,19,34
Astn1,2,3,9,7
4930562F17Rik,0,0,0,0
Cop1,2846,2590,3512,3235
Tnr,5,1,1,15
Gm10530,0,0,0,0
4930523C07Rik,24,25,15,24
Mrps14,24,41,37,33
Gm36975,207,205,305,265
Gm37083,0,0,0,0
Gm38060,0,0,0,0
Rc3h1,2066,1911,2698,2455
Serpinc1,11,10,20,14
Gm37362,0,0,2,3
Gas5,475,368,565,376
Gm37634,0,5,3,6
Cenpl,22,34,25,34
Ankrd45,0,0,0,1
Tnfsf4,0,1,0,0
Tnfsf18,3,0,4,2
Gm31925,33,64,39,27
Pigc,15,15,21,13
Gm38304,29,33,60,118
2810442N19Rik,35,34,51,80
Dnm3os,0,0,0,0
Vamp4,1479,1337,2095,2221
Myoc,0,0,0,0
Gm37273,0,0,0,0
Gm20471,0,0,0,2
Gm29500,0,0,0,0
Kifap3,669,621,819,555
Scyl3,305,335,541,487
Mettl18,53,66,58,103
Sele,1,0,0,0
Sell,2,0,3,1
Selp,0,0,0,2
F5,2,4,3,2
Slc19a2,15,19,23,34
Ccdc181,87,96,112,91
Nme7,483,537,726,649
Gm32391,0,0,0,0
Gm26685,0,0,0,0
Gm37754,1,1,0,0
Gm37184,2,0,5,2
Dpt,0,0,0,0
Gm20743,0,1,4,2
1700029M03Rik,0,0,0,0
Gpr161,0,2,0,0
Mpc2,212,218,267,311
Adcy10,6,14,7,7
Gm37073,0,0,0,0
Creg1,178,188,222,253
Gm16565,2,3,3,4
Cd247,54,58,60,87
Gm26665,7,4,9,3
Gm37923,0,0,0,0
Gpa33,70,123,100,136
Ildr2,88,52,282,147
Tada1,125,91,127,115
Fam78b,18,17,25,8
Gm37982,23,11,14,36
Gm2453,1,2,0,3
Tmco1,1273,871,923,668
Aldh9a1,191,192,309,206
Rxrg,12,5,4,2
Lmx1a,1,0,3,0
Gm20711,0,0,0,0
Rgs5,1,2,1,1
Ccdc190,0,1,0,0
3110045C21Rik,3,2,1,1
Gm37748,0,0,0,0
4930500M09Rik,0,0,0,0
Sh2d1b2,0,0,0,2
Sh2d1b1,9,16,26,12
Spata46,13,29,6,37
Olfml2b,101,115,106,96
Gm9929,301,334,498,599
Gm26620,0,0,0,0
Gm38204,20,17,54,53
Gm10522,0,1,0,0
Fcgr4,10,8,20,14
Cfap126,107,149,93,248
Mpz,66,54,75,59
Nr1i3,1,0,0,0
Apoa2,4,8,4,13
Adamts4,2,0,0,2
B4galt3,243,283,389,498
Dedd,333,307,388,341
Pfdn2,210,223,318,385
Nectin4,135,132,137,121
Arhgap30,1193,1163,1721,1641
Usf1,224,211,257,238
Tstd1,35,40,21,20
F11r,2426,2098,1844,1361
Alyref2,0,0,0,0
Cd244a,71,40,168,153
Gm37787,1,3,1,1
Cd48,472,348,678,394
Slamf1,61,68,84,110
Cd84,3047,2624,5213,3519
Gm10521,0,0,0,0
Slamf6,253,183,360,194
Copa,1072,1115,1295,1443
Pex19,146,177,191,194
Dcaf8,981,985,1323,1454
Gm17224,3,0,0,0
Gm37950,0,0,0,0
Igsf8,200,96,352,147
Gm36937,1,0,1,1
Kcnj10,48,31,106,42
Pigm,0,0,0,0
Slamf9,35,52,45,36
Igsf9,8,11,8,9
Tagln2,384,373,485,1075
Cfap45,86,96,61,262
Vsig8,0,2,1,0
Crp,0,0,0,0
Olfr16,0,0,1,0
Olfr218,0,0,0,0
Olfr1404,0,0,0,0
Olfr418,0,0,0,0
Aim2,4321,4050,5659,5188
Ifi209,61,48,40,20
Ifi208,2,0,4,0
Olfr433,0,0,0,0
Olfr432,0,0,0,0
Olfr430,0,0,0,0
Olfr429,0,0,0,0
Olfr427,0,0,0,0
Olfr424,0,0,0,0
Olfr420,0,0,0,0
Spta1,2,0,0,0
Mptx1,0,0,0,0
Olfr417,0,0,0,0
Olfr248,0,0,0,0
Olfr414,0,0,0,0
Olfr220,0,0,0,0
Fmn2,5,12,11,6
Gm36307,0,0,0,0
Kmo,52,43,54,65
Wdr64,5,2,2,9
Exo1,5,3,13,17
Gm38100,0,0,0,0
Gm38101,0,0,0,0
Gm36992,212,221,255,216
Sdccag8,3528,3663,3305,2784
Zbtb18,225,164,195,133
Gm29856,0,0,1,1
Gm37306,60,58,45,22
1700016C15Rik,2,0,0,1
Catspere1,4,2,4,2
Catspere2,478,542,746,719
Desi2,1608,1557,2166,2039
Cox20,147,169,216,235
Efcab2,269,267,337,321
Kif26b,0,2,1,4
Cnst,311,341,312,263
Sccpdh,91,65,70,86
Gm10518,0,0,0,0
Cdc42bpa,909,867,940,868
Gm31728,59,72,93,111
Itpkb,1969,2058,2219,1813
Parp1,371,414,448,355
Lin9,238,205,240,161
Acbd3,915,963,1230,1109
H3f3aos,11,13,14,22
Sde2,261,318,469,591
Lefty2,0,0,0,0
Pycr2,24,17,8,22
Lefty1,7,0,1,8
Tmem63a,590,564,608,758
9130409I23Rik,0,0,0,0
Gm37406,0,0,0,0
Cnih4,160,209,273,280
A430110L20Rik,0,0,0,0
Cnih3,0,1,1,0
Dnah14,3,3,5,2
Srp9,36,43,65,81
1700047M11Rik,0,0,1,1
Trp53bp2,669,696,1359,2735
Gm37885,3,4,1,4
Capn8,0,0,1,0
Gm37218,0,0,0,0
Susd4,1,1,5,0
Tlr5,77,85,60,33
Gm38079,0,0,0,0
Aida,229,218,267,205
Taf1a,199,200,299,261
Gm37986,0,0,0,0
Hhipl2,0,0,0,0
Gm37214,0,0,0,0
Gm33973,0,0,0,0
Gm34068,0,0,0,3
Gm38108,0,0,0,0
Dusp10,138,213,212,293
Gm37223,0,0,0,1
4930488B22Rik,0,0,0,0
Gm34342,5,6,8,13
Gm38251,0,0,0,0
4930433J02Rik,0,0,0,0
Gm37662,2,0,0,0
Rab3gap2,1011,1009,1779,1652
2010103J01Rik,3,2,12,8
Bpnt1,156,74,195,162
Eprs,545,413,848,786
Slc30a10,0,0,0,0
Gm38093,0,0,0,0
Gm37134,0,1,0,0
Gm29491,0,0,0,0
A430105J06Rik,41,41,58,58
1700023G09Rik,0,0,0,0
D1Pas1,0,0,0,0
1700007P06Rik,0,0,0,0
Gpatch2,1165,1139,1638,1492
Gm37896,0,0,1,0
Esrrg,287,225,405,519
Gm38064,0,0,0,0
Ush2a,3,1,1,4
A430027H14Rik,0,0,0,0
Ptpn14,47,39,19,11
Gm37422,0,0,0,0
Gm28172,4,1,2,1
Prox1os,8,8,5,5
Gm29678,0,0,0,0
Gm30932,0,0,0,0
Angel2,374,340,570,483
Gm31373,0,0,0,0
A230020J21Rik,5,4,8,11
Spata45,5,25,23,46
Nsl1,24,30,38,29
Batf3,231,249,246,166
Gm38161,0,0,0,0
D730003I15Rik,57,52,64,38
Gm37168,417,603,558,624
Pacc1,920,802,1526,1172
Ints7,445,352,553,445
Lpgat1,1451,1250,1968,1572
Nek2,0,0,0,0
Slc30a1,3,11,13,7
Rd3,0,0,0,0
Gm26879,11,18,27,17
Gm10516,47,54,85,43
Kcnh1,2,1,3,8
1700065J18Rik,0,0,0,0
Gm15867,0,0,0,0
Irf6,1,2,0,2
A130010J15Rik,9,3,5,7
Gm15872,15,8,10,14
4930570N18Rik,0,0,0,0
Lamb3,3,2,2,4
Plxna2,2,11,6,15
Cd34,558,383,712,518
A330023F24Rik,998,954,2680,3727
B020014A21Rik,0,0,0,0
H60c,0,0,0,0
Gm30570,0,0,0,0
Zbtb2,704,1281,1171,1772
Rmnd1,771,750,1083,1029
Syne1,14,36,22,30
Fbxo5,20,30,49,33
Mtrf1l,184,178,264,274
Rgs17,5,3,0,0
Gm10945,0,0,0,1
Ipcef1,1362,1149,2004,1176
Cnksr3,436,334,511,596
Ulbp1,47,41,39,24
Pcmt1,981,986,1434,1562
Gm20470,210,174,183,209
Ginm1,74,90,146,146
Tab2,3003,2960,3861,4415
Gm48614,416,435,224,210
Ust,2089,1942,2219,1806
Sash1,131,152,183,193
Gm48748,0,0,0,0
Samd5,2,1,2,0
Stxbp5,2960,3100,3337,2992
Gm48281,0,0,0,0
Gm31904,0,0,0,0
Gm48324,0,1,0,1
Adgb,68,96,144,70
Rab32,187,172,319,222
Grm1,1,1,6,1
Gm16577,0,0,0,0
4930432B10Rik,63,99,178,152
Gm48697,0,0,0,0
Gm48721,0,0,0,0
Gm48722,0,0,0,0
Gm48723,0,0,0,0
Gm48724,1,0,0,0
Utrn,1264,1170,1508,1169
B230208H11Rik,34,19,69,56
Stx11,8,5,21,15
